local_printing_id,game,card_name,card_number,local_set_code,set_name,language,local_version,rarity,finish,treatment,canonical_id,canonical_identity,blueprint_id,cardtrader_ids,scryfall_id,stored_cardmarket_id,resolved_cardmarket_id,cardmarket_candidates,cardmarket_product_name,cardmarket_expansion_id,cardmarket_expansion,cardmarket_version,cardmarket_number,cardmarket_language_scope,low,trend,avg1,avg7,avg30,low_alt,trend_alt,avg1_alt,avg7_alt,avg30_alt,cardmarket_metric_used,current_price,current_currency,display_currency,current_source,current_source_product_id,current_confidence,current_metric,current_timestamp,current_provenance,match_status,match_reason,identity_mismatch,currency_mismatch,metric_mismatch,price_difference,absolute_difference,percentage_difference,ratio,low_difference,low_percentage_difference,low_ratio,low_severity,low_vs_trend_difference,low_vs_trend_percentage,low_vs_trend_ratio,price_severity,primary_cause,secondary_tags,evidence,collection_item_id,collection_quantity,collection_current_contribution,collection_cardmarket_contribution,collection_difference
12273,magic,Sword of the Animist,385,ltc,Tales of Middle-earth Commander,en,Borderless Full Art Foil Surge Foil Booster Fun,,,,,,,,fa1ada9a-eacd-42e9-9f6b-fb8b968af859,717998,717998,717998,Sword of the Animist,5387,Tales of Middle-earth Commander,,,exact,27.69,0,,,,27.69,29.59,27.95,30.77,28.12,Low,27.69,EUR,EUR,cardmarket,717998,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 717998, ""history_id"": 386}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,,,,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 717998, ""stored_ids"": [717998], ""validated_stored_ids"": [717998]}",63,1,27.69,27.69,0.0
12274,magic,Gandalf of the Secret Fire,507,ltr,The Lord of the Rings: Tales of Middle-earth,en,Borderless Full Art Foil Booster Fun,,,,,,,,bc40e6dd-0aa8-4c37-a2eb-4dc9662e416e,736555,736555,736555,Gandalf of the Secret Fire,5489,The Lord of the Rings: Tales of Middle-earth,,,exact,0.73,1.77,0.5,1.73,1.59,0.73,1.76,1.56,1.5,1.36,Low,0.73,EUR,EUR,cardmarket,736555,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 736555, ""history_id"": 387}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-1.04,0.5875706214689266,0.4124293785310734,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 736555, ""stored_ids"": [736555], ""validated_stored_ids"": [736555]}",64,1,0.73,0.73,0.0
13505,magic,Shortcut to Mushrooms,638,ltr,The Lord of the Rings: Tales of Middle-earth,en,Showcase,uncommon,foil,Showcase,109,scryfall_oracle:2dc6637a-0b51-462b-9f18-571146bb4558,,,aab671b7-afb3-4d99-8f6d-3240f31508d7,"717004,738134",,"717004,738134",Shortcut to Mushrooms,5285,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.1,0.08,0.06,0.08,0.02,0.18,0.09,0.19,0.19,Foil Low,0.02,EUR,EUR,cardmarket,717004,high,Foil Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 717004, ""history_id"": 351}",MISMATCH,current mapping differs from stored Scryfall Cardmarket id,true,false,false,,,,,,,,CRITICAL,,,,CRITICAL,wrong_cardmarket_id,,"{""external_provenance"": [], ""mapped_ids"": [717004], ""mapping_conflicts_with_scryfall_id"": true, ""scryfall_cardmarket_id"": 738134, ""stored_ids"": [717004, 738134], ""validated_stored_ids"": [717004, 738134]}",65,1,0.02,,
214,magic,"Shadowfax, Lord of Horses",227,ltr,The Lord of the Rings: Tales of Middle-earth,en,Foil,,,,,,,,4c7d861d-7832-4c15-8d6c-8c07a9a57891,716135,716135,716135,"Shadowfax, Lord of Horses",5285,The Lord of the Rings: Tales of Middle-earth,,,exact,0.02,0.07,0.19,0.09,0.07,0.02,0.19,0.25,0.2,0.24,Low,0.02,EUR,EUR,cardmarket,716135,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716135, ""history_id"": 368}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.05,0.7142857142857143,0.2857142857142857,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716135, ""stored_ids"": [716135], ""validated_stored_ids"": [716135]}",66,1,0.02,0.02,0.0
12609,magic,Fall of Gil-galad,165,ltr,The Lord of the Rings: Tales of Middle-earth,en,fbaab2c0-ea18-4b2f-b75b-506cbbea97e1:foil,rare,foil,,497,scryfall_oracle:c248537f-e28f-47cb-9e47-a6eb05e1af63,,,fbaab2c0-ea18-4b2f-b75b-506cbbea97e1,716004,716004,716004,Fall of Gil-galad,5285,The Lord of the Rings: Tales of Middle-earth,,,exact,0.02,0.23,0.19,0.29,0.27,0.02,0.63,0.95,0.7,0.56,Foil Low,0.02,EUR,EUR,cardmarket,716004,high,Foil Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716004, ""history_id"": 345}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.61,0.9682539682539683,0.031746031746031744,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716004, ""stored_ids"": [716004], ""validated_stored_ids"": [716004]}",67,1,0.02,0.02,0.0
12511,magic,Book of Mazarbul,116,ltr,The Lord of the Rings: Tales of Middle-earth,en,04dcef75-6f98-4233-ae32-6fe41724c8e0:foil,uncommon,foil,,178,scryfall_oracle:4598c221-b111-4bde-b4dc-673186c4efe6,,,04dcef75-6f98-4233-ae32-6fe41724c8e0,716003,716003,716003,Book of Mazarbul,5285,The Lord of the Rings: Tales of Middle-earth,,,exact,0.02,0.13,0.12,0.12,0.12,0.02,0.17,0.1,0.22,0.19,Foil Low,0.02,EUR,EUR,cardmarket,716003,high,Foil Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716003, ""history_id"": 344}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.15000000000000002,0.8823529411764707,0.11764705882352941,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716003, ""stored_ids"": [716003], ""validated_stored_ids"": [716003]}",68,1,0.02,0.02,0.0
12275,magic,Long List of the Ents,625,ltr,The Lord of the Rings: Tales of Middle-earth,en,Showcase Foil Silver Foil Scroll Booster Fun,,,,,,,,65f6add2-0aa8-4372-a116-cc09d2e2480f,738108,738108,738108,Long List of the Ents,5489,The Lord of the Rings: Tales of Middle-earth,,,exact,0.09,0.2,0.25,0.16,0.2,,0,,,,Low,0.09,EUR,EUR,cardmarket,738108,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 738108, ""history_id"": 388}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.11000000000000001,0.55,0.44999999999999996,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 738108, ""stored_ids"": [738108], ""validated_stored_ids"": [738108]}",69,1,0.09,0.09,0.0
13211,magic,The Bath Song,491,ltr,The Lord of the Rings: Tales of Middle-earth,en,Showcase,uncommon,foil,Showcase,481,scryfall_oracle:bc475376-54eb-4846-9cfc-5fa2e7908905,,,9dc2521f-d9a5-4ae7-b5dc-bf0504e66345,"716138,737570,737571",,"716138,737570,737571",The Bath Song,5285,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.11,0.11,0.09,0.11,0.02,0.17,0.18,0.2,0.23,Foil Low,,EUR,EUR,cardmarket,"716138,737570",,,,"{""mapped_product_ids"": [716138, 737570]}",MISMATCH,current mapping differs from stored Scryfall Cardmarket id,true,false,false,,,,,,,,CRITICAL,,,,CRITICAL,wrong_cardmarket_id,,"{""external_provenance"": [], ""mapped_ids"": [716138, 737570], ""mapping_conflicts_with_scryfall_id"": true, ""scryfall_cardmarket_id"": 737571, ""stored_ids"": [716138, 737570, 737571], ""validated_stored_ids"": [716138, 737570, 737571]}",70,1,,,
12483,magic,One Ring to Rule Them All,102,ltr,The Lord of the Rings: Tales of Middle-earth,en,bb2dc2e0-f393-4442-818b-d3b860bfffd0:foil,rare,foil,,511,scryfall_oracle:c75add5e-4e9d-4c68-a8ad-b878b1dbc0a4,,,bb2dc2e0-f393-4442-818b-d3b860bfffd0,715916,715916,715916,One Ring to Rule Them All,5285,The Lord of the Rings: Tales of Middle-earth,,,exact,0.35,1.21,1.16,1.29,1.18,0.72,2.53,8.99,2.27,1.86,Foil Low,0.72,EUR,EUR,cardmarket,715916,high,Foil Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 715916, ""history_id"": 343}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-1.8099999999999998,0.7154150197628458,0.2845849802371542,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 715916, ""stored_ids"": [715916], ""validated_stored_ids"": [715916]}",71,1,0.72,0.72,0.0
12481,magic,Oath of the Grey Host,101,ltr,The Lord of the Rings: Tales of Middle-earth,en,6a780abd-f276-40d3-b2af-d2e47d858d3d:foil,uncommon,foil,,86,scryfall_oracle:228fe7f0-54ad-411b-bedb-65a1bc2a099b,,,6a780abd-f276-40d3-b2af-d2e47d858d3d,717047,717047,717047,Oath of the Grey Host,5285,The Lord of the Rings: Tales of Middle-earth,,,exact,0.02,0.06,0.06,0.07,0.07,0.02,0.17,0.25,0.18,0.18,Foil Low,0.02,EUR,EUR,cardmarket,717047,high,Foil Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 717047, ""history_id"": 342}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.15000000000000002,0.8823529411764707,0.11764705882352941,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 717047, ""stored_ids"": [717047], ""validated_stored_ids"": [717047]}",73,1,0.02,0.02,0.0
12347,magic,Tale of Tinúviel,34,ltr,The Lord of the Rings: Tales of Middle-earth,en,9ae65f96-7bfd-4390-88bf-764c26bf4668:foil,uncommon,foil,,484,scryfall_oracle:bce30bc5-b059-42bb-a9a4-5886f5607160,,,9ae65f96-7bfd-4390-88bf-764c26bf4668,716129,716129,716129,Tale of Tinúviel,5285,The Lord of the Rings: Tales of Middle-earth,,,exact,0.02,0.12,0.12,0.14,0.11,0.02,0.23,0.1,0.2,0.2,Foil Low,0.02,EUR,EUR,cardmarket,716129,high,Foil Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716129, ""history_id"": 340}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.21000000000000002,0.9130434782608696,0.08695652173913043,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716129, ""stored_ids"": [716129], ""validated_stored_ids"": [716129]}",74,1,0.02,0.02,0.0
12351,magic,War of the Last Alliance,36,ltr,The Lord of the Rings: Tales of Middle-earth,en,60ddf2cd-5b33-4c8a-a610-8e6a15404dde:foil,rare,foil,,574,scryfall_oracle:e376702a-f56e-4e47-aa8c-3f80384d12a9,,,60ddf2cd-5b33-4c8a-a610-8e6a15404dde,716133,716133,716133,War of the Last Alliance,5285,The Lord of the Rings: Tales of Middle-earth,,,exact,0.1,0.81,0.63,0.74,0.72,0.19,1.31,2.54,1.53,1.41,Foil Low,0.19,EUR,EUR,cardmarket,716133,high,Foil Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716133, ""history_id"": 341}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-1.12,0.8549618320610688,0.1450381679389313,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716133, ""stored_ids"": [716133], ""validated_stored_ids"": [716133]}",75,1,0.19,0.19,0.0
205,magic,"Frodo, Sauron's Bane",448,ltr,The Lord of the Rings: Tales of Middle-earth,en,Borderless Full Art Foil Booster Fun Bundle,,,,,,,,1a5a5971-2f93-40f3-b5a2-97b1f0129399,716081,716081,716081,"Frodo, Sauron's Bane",5308,The Lord of the Rings: Tales of Middle-earth,,,exact,0.08,0.42,0.56,0.57,0.61,0.1,0.56,0.47,0.56,0.53,Low,0.08,EUR,EUR,cardmarket,716081,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716081, ""history_id"": 366}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.33999999999999997,0.8095238095238095,0.1904761904761905,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716081, ""stored_ids"": [716081], ""validated_stored_ids"": [716081]}",76,1,0.08,0.08,0.0
180,magic,Pippin's Bravery,414,ltr,The Lord of the Rings: Tales of Middle-earth,en,Borderless Full Art Foil Booster Fun,,,,,,,,08dc9616-83e5-451f-aaa8-d0c81802fa13,716056,716056,716056,Pippin's Bravery,5308,The Lord of the Rings: Tales of Middle-earth,,,exact,0.02,0.09,0.12,0.1,0.08,0.02,0.16,0.1,0.16,0.16,Low,0.02,EUR,EUR,cardmarket,716056,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716056, ""history_id"": 358}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.06999999999999999,0.7777777777777777,0.22222222222222224,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716056, ""stored_ids"": [716056], ""validated_stored_ids"": [716056]}",77,1,0.02,0.02,0.0
187,magic,Gandalf the White,442,ltr,The Lord of the Rings: Tales of Middle-earth,en,Borderless Full Art Foil Booster Fun,,,,,,,,61741337-1f9d-42f2-8e79-c7bae436ec59,716063,716063,716063,Gandalf the White,5308,The Lord of the Rings: Tales of Middle-earth,,,exact,7.95,17.72,19.34,16.8,15.38,9.49,21.27,25.89,19.58,20.13,Low,7.95,EUR,EUR,cardmarket,716063,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716063, ""history_id"": 360}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-9.77,0.551354401805869,0.44864559819413097,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716063, ""stored_ids"": [716063], ""validated_stored_ids"": [716063]}",78,1,7.95,7.95,0.0
707,magic,"Gandalf, Friend of the Shire",401s,pltc,Tales of Middle-earth Deluxe Commander Kit,en,Borderless Full Art Foil Prerelease Datestamped,,,,,,,,47354056-d51c-4dbe-bdb0-9623b88f64dc,719346,719346,719346,"Gandalf, Friend of the Shire",5396,Tales of Middle-earth Deluxe Commander Kit,,,exact,0.6,0,,,,0.6,1.32,1.25,1.31,1.23,Low,0.6,EUR,EUR,cardmarket,719346,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 719346, ""history_id"": 373}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,,,,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 719346, ""stored_ids"": [719346], ""validated_stored_ids"": [719346]}",79,1,0.6,0.6,0.0
149,magic,Prince Imrahil the Fair,431,ltr,The Lord of the Rings: Tales of Middle-earth,en,Borderless Full Art Foil Booster Fun,,,,,,,,a0c9c814-df6b-4b54-a233-9bed31009bed,716025,716025,716025,Prince Imrahil the Fair,5308,The Lord of the Rings: Tales of Middle-earth,,,exact,0.02,0.15,0.12,0.13,0.15,0.03,0.46,0.12,0.47,0.41,Low,0.02,EUR,EUR,cardmarket,716025,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716025, ""history_id"": 355}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.13,0.8666666666666667,0.13333333333333333,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716025, ""stored_ids"": [716025], ""validated_stored_ids"": [716025]}",80,1,0.02,0.02,0.0
190,magic,Knights of Dol Amroth,432,ltr,The Lord of the Rings: Tales of Middle-earth,en,Borderless Full Art Foil Booster Fun,,,,,,,,0c511371-97d7-47cc-934c-939dfbdd1c0b,716066,716066,716066,Knights of Dol Amroth,5308,The Lord of the Rings: Tales of Middle-earth,,,exact,0.02,0.07,0.08,0.06,0.07,0.02,0.15,0.11,0.17,0.19,Low,0.02,EUR,EUR,cardmarket,716066,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716066, ""history_id"": 361}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-0.05,0.7142857142857143,0.2857142857142857,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716066, ""stored_ids"": [716066], ""validated_stored_ids"": [716066]}",81,1,0.02,0.02,0.0
13101,magic,"Gimli, Mournful Avenger",436,ltr,The Lord of the Rings: Tales of Middle-earth,en,Scene,rare,foil,Scene,406,scryfall_oracle:9f3941d8-b4d2-4faf-881a-f15973b4368d,,,3a8bd920-5e70-4c3d-bd15-ccb8d1c87e2e,716059,,716059,"Gimli, Mournful Avenger",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.9,1.76,1.43,1.49,2.02,1.2,3.3,3.75,2.98,3.33,Foil Low,1.2,EUR,EUR,cardmarket,716059,high,Foil Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716059, ""history_id"": 350}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": 716059, ""stored_ids"": [716059], ""validated_stored_ids"": [716059]}",82,1,1.2,,
207,magic,The One Ring,451,ltr,The Lord of the Rings: Tales of Middle-earth,en,Borderless Full Art Foil Booster Fun Bundle,,,,,,,,126ea71a-9a64-4d1e-a8ca-1efce3b8346f,716083,716083,716083,The One Ring,5308,The Lord of the Rings: Tales of Middle-earth,,,exact,75,81.8,82.49,83.34,76.51,75,80.69,82.84,80.48,79.84,Low,75.0,EUR,EUR,cardmarket,716083,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 716083, ""history_id"": 367}",EXACT,validated scryfall/mapping id,false,false,false,0.0,0.0,0.0,1.0,0.0,0.0,1.0,OK,-6.799999999999997,0.0831295843520782,0.9168704156479218,OK,,,"{""external_provenance"": [], ""scryfall_cardmarket_id"": 716083, ""stored_ids"": [716083], ""validated_stored_ids"": [716083]}",83,1,75.0,75.0,0.0
545,magic,Art Series: Fog on the Barrow-Downs,ART-2,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718546,,718546,Art Series: Fog on the Barrow-Downs,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.11,0.15,0.07,0.13,,0,,,,Low,0.02,EUR,EUR,cardmarket,718546,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718546, ""history_id"": 295}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718546], ""validated_stored_ids"": [718546]}",84,1,0.02,,
553,magic,"Art Series: Goldberry, River-Daughter",ART-6,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718554,,718554,"Art Series: Goldberry, River-Daughter",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.15,0.05,0.16,0.17,1.2,0,,,,Low,0.02,EUR,EUR,cardmarket,718554,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718554, ""history_id"": 297}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718554], ""validated_stored_ids"": [718554]}",86,1,0.02,,
554,magic,Art Series: The Watcher in the Water,ART-7,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718555,,718555,Art Series: The Watcher in the Water,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.1,0.14,0.15,0.05,0.04,0.04,0.05,0.05,Low,0.02,EUR,EUR,cardmarket,718555,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718555, ""history_id"": 298}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718555], ""validated_stored_ids"": [718555]}",87,1,0.02,,
558,magic,Art Series: Éomer of the Riddermark,ART-9,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718559,,718559,Art Series: Éomer of the Riddermark,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.09,0.11,0.06,0.1,0.15,0.15,0.15,0.15,0.15,Low,0.02,EUR,EUR,cardmarket,718559,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718559, ""history_id"": 299}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718559], ""validated_stored_ids"": [718559]}",88,1,0.02,,
560,magic,"Art Series: Gimli, Counter of Kills",ART-10,ltr,The Lord of the Rings: Tales of Middle-earth,en,Gold-Stamped,,nonfoil,Art Series Gold-Stamped,,,,,,718561,,718561,"Art Series: Gimli, Counter of Kills",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.27,0.97,0.5,0.83,0.62,,0.25,0.25,0.63,0.63,Low,0.27,EUR,EUR,cardmarket,718561,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718561, ""history_id"": 300}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718561], ""validated_stored_ids"": [718561]}",89,1,0.27,,
562,magic,Art Series: Generous Ent,ART-11,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718563,,718563,Art Series: Generous Ent,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.08,0.06,0.08,0.15,0.2,0,,,,Low,0.02,EUR,EUR,cardmarket,718563,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718563, ""history_id"": 301}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718563], ""validated_stored_ids"": [718563]}",90,1,0.02,,
565,magic,Art Series: Mirrormere Guardian,ART-12,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718566,,718566,Art Series: Mirrormere Guardian,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.15,0.08,0.14,0.15,0.15,0.15,0.2,0.2,Low,0.02,EUR,EUR,cardmarket,718566,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718566, ""history_id"": 302}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718566], ""validated_stored_ids"": [718566]}",91,1,0.02,,
569,magic,"Art Series: Bilbo, Retired Burglar",ART-14,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718575,,718575,"Art Series: Bilbo, Retired Burglar",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.14,0.15,0.14,0.13,0.1,0.2,0.2,0.2,0.2,Low,0.02,EUR,EUR,cardmarket,718575,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718575, ""history_id"": 303}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718575], ""validated_stored_ids"": [718575]}",92,1,0.02,,
574,magic,"Art Series: Legolas, Counter of Kills",ART-17,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718582,,718582,"Art Series: Legolas, Counter of Kills",5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.12,0.21,0.09,0.12,0.25,0,,,,Low,0.02,EUR,EUR,cardmarket,718582,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718582, ""history_id"": 306}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718582], ""validated_stored_ids"": [718582]}",93,1,0.02,,
581,magic,Art Series: Saruman of Many Colors,ART-20,ltr,The Lord of the Rings: Tales of Middle-earth,en,Art Series,,nonfoil,Art Series Gold-Stamped,,,,,,718601,,718601,Art Series: Saruman of Many Colors,5308,The Lord of the Rings: Tales of Middle-earth,,,mixed/unknown,0.02,0.15,0.1,0.1,0.16,,0,,,,Low,0.02,EUR,EUR,cardmarket,718601,high,Low,2026-08-29T02:41:58+0200,"{""cardmarket_product_id"": 718601, ""history_id"": 307}",AMBIGUOUS,Cardmarket bulk data does not prove finish/treatment,false,false,false,,,,,,,,NO_COMPARISON,,,,NO_COMPARISON,ambiguous_identity,,"{""ambiguity_reasons"": [""unproven_treatment""], ""external_provenance"": [], ""scryfall_cardmarket_id"": null, ""stored_ids"": [718601], ""validated_stored_ids"": [718601]}",94,1,0.02,,
