collection_item_id,game,card_name,card_number,language,set_code,version,promo_family,previous_status,final_candidate_status,cardmarket_id_product,cardmarket_url,resolution_rule,evidence,provenance_gap,physical_check_required,physical_check_instruction,notes
97,Magic,"Art Series: Théoden, King of Rohan",ART-25,en,LTR,V2,,AMBIGUOUS,EXACT,718610,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Theoden-King-of-Rohan-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-25, Gold-Stamped, idProduct 718610. Provenance original: gold_stamp, EN, ART-25.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
98,Magic,Art Series: Tom Bombadil,ART-26,en,LTR,V2,,AMBIGUOUS,EXACT,718613,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-26, Gold-Stamped, idProduct 718613. Provenance original: gold_stamp, EN, ART-26.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
99,Magic,Art Series: Uglúk of the White Hand,ART-27,en,LTR,V2,,AMBIGUOUS,EXACT,718614,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ugluk-of-the-White-Hand-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-27, Gold-Stamped, idProduct 718614. Provenance original: gold_stamp, EN, ART-27.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
100,Magic,Art Series: Plains,ART-30,en,LTR,V2,,AMBIGUOUS,EXACT,718621,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-30, Gold-Stamped, idProduct 718621. Provenance original: gold_stamp, EN, ART-30.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
101,Magic,Art Series: Mountain,ART-31,en,LTR,V2,,AMBIGUOUS,EXACT,718622,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-31, Gold-Stamped, idProduct 718622. Provenance original: gold_stamp, EN, ART-31.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
102,Magic,Art Series: Elanor Gardner,ART-32,en,LTR,V2,,AMBIGUOUS,EXACT,718625,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elanor-Gardner-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-32, Gold-Stamped, idProduct 718625. Provenance original: gold_stamp, EN, ART-32.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
103,Magic,"Art Series: Aragorn and Arwen, Wed",ART-33,en,LTR,V2,,AMBIGUOUS,EXACT,718626,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-and-Arwen-Wed-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-33, Gold-Stamped, idProduct 718626. Provenance original: gold_stamp, EN, ART-33.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
104,Magic,Art Series: Bilbo's Ring,ART-37,en,LTR,V2,,AMBIGUOUS,EXACT,718640,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbos-Ring-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-37, Gold-Stamped, idProduct 718640. Provenance original: gold_stamp, EN, ART-37.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
105,Magic,"Art Series: Faramir, Field Commander",ART-38,en,LTR,V2,,AMBIGUOUS,EXACT,718643,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Field-Commander-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-38, Gold-Stamped, idProduct 718643. Provenance original: gold_stamp, EN, ART-38.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
106,Magic,"Art Series: Elrond, Lord of Rivendell",ART-40,en,LTR,V2,,AMBIGUOUS,EXACT,718646,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elrond-Lord-of-Rivendell-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-40, Gold-Stamped, idProduct 718646. Provenance original: gold_stamp, EN, ART-40.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
107,Magic,Art Series: Witch-king of Angmar,ART-43,en,LTR,V2,,AMBIGUOUS,EXACT,718652,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-43, Gold-Stamped, idProduct 718652. Provenance original: gold_stamp, EN, ART-43.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
108,Magic,Art Series: Frodo Baggins,ART-47,en,LTR,V4,,AMBIGUOUS,EXACT,718580,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Frodo-Baggins-V4,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Decisión humana explícita: carta física Art Series Frodo Baggins A47/47 of 81, Gold-Stamped, Cardmarket V.4; catálogo local readonly: único producto compatible idProduct 718580. Provenance conflictiva A16g marcada como incorrecta; provenance_gap=true.",true,false,,A16g was conflicting provenance and is incorrect for this Collection item; provenance_gap=true retained.
109,Magic,Art Series: Galadriel of Lothlórien,ART-48,en,LTR,V2,,AMBIGUOUS,EXACT,718662,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Galadriel-of-Lothlorien-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-48, Gold-Stamped, idProduct 718662. Provenance original: gold_stamp, EN, ART-48.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
110,Magic,"Art Series: Merry, Esquire of Rohan",ART-50,en,LTR,V2,,AMBIGUOUS,EXACT,718666,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Esquire-of-Rohan-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-50, Gold-Stamped, idProduct 718666. Provenance original: gold_stamp, EN, ART-50.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
111,Magic,"Art Series: Pippin, Guard of the Citadel",ART-51,en,LTR,V2,,AMBIGUOUS,EXACT,718669,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Pippin-Guard-of-the-Citadel-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-51, Gold-Stamped, idProduct 718669. Provenance original: gold_stamp, EN, ART-51.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
112,Magic,Art Series: Mines of Moria,ART-56,en,LTR,V2,,AMBIGUOUS,EXACT,718683,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mines-of-Moria-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-56, Gold-Stamped, idProduct 718683. Provenance original: gold_stamp, EN, ART-56.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
113,Magic,"Art Series: Aragorn, King of Gondor",ART-57,en,LTR,V2,,AMBIGUOUS,EXACT,718685,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-King-of-Gondor-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-57, Gold-Stamped, idProduct 718685. Provenance original: gold_stamp, EN, ART-57.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
114,Magic,"Art Series: Gwaihir, Greatest of the Eagles",ART-59,en,LTR,V2,,AMBIGUOUS,EXACT,718693,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gwaihir-Greatest-of-the-Eagles-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-59, Gold-Stamped, idProduct 718693. Provenance original: gold_stamp, EN, ART-59.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
115,Magic,Art Series: Call for Aid,ART-60,en,LTR,V2,,AMBIGUOUS,EXACT,718694,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Call-for-Aid-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-60, Gold-Stamped, idProduct 718694. Provenance original: gold_stamp, EN, ART-60.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
116,Magic,Art Series: Cavern-Hoard Dragon,ART-61,en,LTR,V2,,AMBIGUOUS,EXACT,718700,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Cavern-Hoard-Dragon-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-61, Gold-Stamped, idProduct 718700. Provenance original: gold_stamp, EN, ART-61.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
117,Magic,"Art Series: Gríma, Saruman's Footman",ART-63,en,LTR,V2,,AMBIGUOUS,EXACT,718708,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Grima-Sarumans-Footman-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-63, Gold-Stamped, idProduct 718708. Provenance original: gold_stamp, EN, ART-63.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
118,Magic,"Art Series: Merry, Warden of Isengard",ART-65,en,LTR,V2,,AMBIGUOUS,EXACT,718715,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Merry-Warden-of-Isengard-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-65, Gold-Stamped, idProduct 718715. Provenance original: gold_stamp, EN, ART-65.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
119,Magic,"Art Series: Treebeard, Gracious Host",ART-67,en,LTR,V2,,AMBIGUOUS,EXACT,718719,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Treebeard-Gracious-Host-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-67, Gold-Stamped, idProduct 718719. Provenance original: gold_stamp, EN, ART-67.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
120,Magic,Art Series: Asceticism,ART-72,en,LTR,V2,,AMBIGUOUS,EXACT,718740,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Asceticism-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-72, Gold-Stamped, idProduct 718740. Provenance original: gold_stamp, EN, ART-72.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
121,Magic,Art Series: Realm Seekers,ART-74,en,LTR,V2,,AMBIGUOUS,EXACT,718747,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Realm-Seekers-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-74, Gold-Stamped, idProduct 718747. Provenance original: gold_stamp, EN, ART-74.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
122,Magic,Art Series: Ghost Quarter,ART-78,en,LTR,V2,,AMBIGUOUS,EXACT,718757,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ghost-Quarter-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-78, Gold-Stamped, idProduct 718757. Provenance original: gold_stamp, EN, ART-78.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
123,Magic,Art Series: Valley of Gorgoroth,ART-80,en,LTR,V2,,AMBIGUOUS,EXACT,718763,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Valley-of-Gorgoroth-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-80, Gold-Stamped, idProduct 718763. Provenance original: gold_stamp, EN, ART-80.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
124,Magic,"Art Series: Faramir, Steward of Gondor",ART-62,en,LTR,V2,,AMBIGUOUS,EXACT,718704,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Steward-of-Gondor-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-62, Gold-Stamped, idProduct 718704. Provenance original: gold_stamp, EN, ART-62.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
125,Magic,Art Series: Nazgûl,ART-53,en,LTR,V2,,AMBIGUOUS,EXACT,718672,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Nazgul-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-53, Gold-Stamped, idProduct 718672. Provenance original: gold_stamp, EN, ART-53.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
126,Magic,"Art Series: Sauron, the Dark Lord",ART-21,en,LTR,V2,,AMBIGUOUS,EXACT,718602,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Sauron-the-Dark-Lord-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-21, Gold-Stamped, idProduct 718602. Provenance original: gold_stamp, EN, ART-21.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
127,Magic,"Art Series: Éowyn, Fearless Knight",ART-15,en,LTR,V2,,AMBIGUOUS,EXACT,718577,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Eowyn-Fearless-Knight-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-15, Gold-Stamped, idProduct 718577. Provenance original: gold_stamp, EN, ART-15.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
128,Magic,Art Series: Samwise Gamgee,ART-19,en,LTR,V2,,AMBIGUOUS,EXACT,718671,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Samwise-Gamgee-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Decisión humana explícita: carta física Art Series Samwise Gamgee A19/19 of 81, Gold-Stamped, Cardmarket V.2; catálogo local readonly: único producto compatible idProduct 718671. Provenance conflictiva A52g marcada como incorrecta; provenance_gap=true.",true,false,,A52g was conflicting provenance and is incorrect for this Collection item; provenance_gap=true retained.
129,Magic,King of the Oathbreakers,780,en,LTR,Extended Art Foil Surge Foil Booster Fun,,EXACT,EXACT,738025,https://www.cardmarket.com/en/Magic/Products?idProduct=738025,MAGIC_PRE_EXISTING_EXACT,Pre-existing collection audit status EXACT; unique stored/resolved idProduct retained. No price used for identity.,false,false,,Pre-existing exact identity retained without production changes.
130,Magic,Radagast the Brown,776,en,LTR,Extended Art Foil Surge Foil Booster Fun,,EXACT,EXACT,738021,https://www.cardmarket.com/en/Magic/Products?idProduct=738021,MAGIC_PRE_EXISTING_EXACT,Pre-existing collection audit status EXACT; unique stored/resolved idProduct retained. No price used for identity.,false,false,,Pre-existing exact identity retained without production changes.
131,Magic,Art Series: Gandalf the White,ART-3,en,LTR,V2,,AMBIGUOUS,EXACT,718547,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Gandalf-the-White-V2,MAGIC_ART_SERIES_MANUAL_WEB,"Prior provenance audit: EXACT_RECOVERED con unique idProduct. Cardmarket V.2 / LOTR Extras confirmado por página pública indexada; catálogo local readonly: único candidato compatible ART-3, Gold-Stamped, idProduct 718547. Provenance original: gold_stamp, EN, ART-3.",true,false,,Historical provenance issue retained; identity resolved; no approval/apply authorized.
133,One Piece,Borsalino,OP05-051,jp,OP05,V1,,WEB_RULE_CANDIDATE,EXACT,733344,https://www.cardmarket.com/en/OnePiece/Products/Singles/Awakening-of-the-New-Era-Japanese/Borsalino-OP05-051-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
134,One Piece,Dracule Mihawk,OP01-070,jp,OP01,V2,,WEB_RULE_CANDIDATE,EXACT,768325,https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/Dracule-Mihawk-OP01-070-V2,OP01_JP_V2_PARALLEL_FIXED_REPRINT,"Blueprint 244585 exact: Alternate Art | Fixed Reprint, release 3332; OP01-070 + JP + V2 agrees. No price used.",false,false,,Candidate 690897 EN rejected; selected 768325 OP01-JP V2.
135,One Piece,Dracule Mihawk,OP01-070,jp,OP01,PENDING,,LIKELY_PHYSICAL_CONFIRMATION,PHYSICAL_CONFIRMATION_REQUIRED,,,PENDING_PHYSICAL_CONFIRMATION,Missing physical version/printing attribute cannot be proven from local text/catalogue. No price used.,false,true,"Mirar frente y dorso: confirmar Fixed Reprint, leer marcador de errata/copyright y decir si corresponde V1 o V2. No decidir por precio.","JP: 768324 OP01-JP V1 https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/Dracule-Mihawk-OP01-070-V1; 768359 OP01-JP V2 https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/Dracule-Mihawk-OP01-070-V2. EN: 690896 V1, 690930 V2."
136,One Piece,Yamato,OP13-054,jp,OP13,V1,,WEB_RULE_CANDIDATE,EXACT,857251,https://www.cardmarket.com/en/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/Yamato-OP13-054-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
137,One Piece,Lilith,OP13-113,jp,OP13,V2,,WEB_RULE_CANDIDATE,EXACT,857331,https://www.cardmarket.com/en/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/Lilith-OP13-113-V2,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
138,One Piece,Monkey.D.Luffy,EB02-061A,jp,EB02,V2,,INDIVIDUAL_WEB_RESOLUTION,EXACT,808172,https://www.cardmarket.com/en/OnePiece/Products/Singles/Anime-25th-Collection-Japanese/MonkeyDLuffy-EB02-061-V2,EB02_061A_EXACT,"Blueprint 330432 exact: Secret Rare | Alternate Art, release 4123; EB02-061A protected as EB02 (not PRB02), JP, V2. Unique 808172; no price used.",false,false,,Historical 823516 was regular EB02/EN V2 and lost suffix A/release specificity; this caused the historical ~EUR 200 mismatch. PRB02 explicitly rejected.
139,One Piece,Rob Lucci,OP05-093,jp,OP05,V2,,WEB_RULE_CANDIDATE,EXACT,733430,https://www.cardmarket.com/en/OnePiece/Products/Singles/Awakening-of-the-New-Era-Japanese/Rob-Lucci-OP05-093-V2,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
140,One Piece,X.Drake,OP05-055,jp,OP05,V2,,WEB_RULE_CANDIDATE,EXACT,733352,https://www.cardmarket.com/en/OnePiece/Products/Singles/Awakening-of-the-New-Era-Japanese/X-Drake-OP05-055-V2,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
141,One Piece,Cavendish,OP01-008,jp,OP01,PENDING,,LIKELY_PHYSICAL_CONFIRMATION,PHYSICAL_CONFIRMATION_REQUIRED,,,PENDING_PHYSICAL_CONFIRMATION,Missing physical version/printing attribute cannot be proven from local text/catalogue. No price used.,false,true,"Mirar el tratamiento y origen: confirmar Box Topper, no Demo Decks, y distinguir V1 o V2 por texto/copyright. Responder: Item 141: Box Topper V2.","JP: 768246 OP01-JP V1 https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/Cavendish-OP01-008-V1; 768247 OP01-JP V2 https://www.cardmarket.com/en/OnePiece/Products/Singles/Romance-Dawn-Japanese/Cavendish-OP01-008-V2; Demo: 874414 https://www.cardmarket.com/en/OnePiece/Products/Singles/Demo-Decks/Cavendish-OP01-008. EN: 690802 V1, 690804 V2."
142,One Piece,Gol.D.Roger,OP13-064,jp,OP13,V1,,WEB_RULE_CANDIDATE,EXACT,857262,https://www.cardmarket.com/en/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/GolDRoger-OP13-064-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
143,One Piece,Nefeltari Vivi,EB02-026,jp,EB02,V1,,WEB_RULE_CANDIDATE,EXACT,808127,https://www.cardmarket.com/en/OnePiece/Products/Singles/Anime-25th-Collection-Japanese/Nefeltari-Vivi-EB02-026-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
144,One Piece,S-Snake,OP08-112,jp,OP08,V1,,WEB_RULE_CANDIDATE,EXACT,771756,https://www.cardmarket.com/en/OnePiece/Products/Singles/Two-Legends-Non-English/S-Snake-OP08-112-V1,ONE_PIECE_OPXX_JP_LANGUAGE_FAMILY,Validated language-family convention: 6/6 matches. JP + exact name/card number/set selects Japanese/Non-English family; no price used.,false,false,,EN candidate rejected by language family; Japanese/Non-English family selected.
