collection_item_id,game,card,current_status,classification,recovered_cardmarket_id,candidate_cardmarket_ids,original_import_evidence,legacy_evidence,external_id_evidence,scryfall_evidence,cardtrader_evidence,historical_url_evidence,provenance_gap,lost_fields,original_value,current_value,confidence_reason,remaining_blocker,next_action,magic_category
98,Magic,Art Series: Tom Bombadil,AMBIGUOUS,EXACT_RECOVERED,718613,718612|718613,collection-ambiguous-review.done.csv source_row=59; variant=gold_stamp; set_hint=LTR; card_number=26.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2 || collection-ambiguous-review.done.csv source_row=59; variant=gold_stamp; set_hint=LTR; card_number=26.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2 || collection-ambiguous-review.done.csv source_row=59; variant=gold_stamp; set_hint=LTR; card_number=26.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2 || collection-ambiguous-review.done.csv source_row=59; variant=gold_stamp; set_hint=LTR; card_number=26.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2 || collection-ambiguous-review.done.csv source_row=59; variant=gold_stamp; set_hint=LTR; card_number=26.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2,cards.id=593; collection_items.card_id=593; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718613; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250778; source_variant=NULL; source_collector_number=A26; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Tom-Bombadil-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A26 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718613; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718613 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
99,Magic,Art Series: Uglúk of the White Hand,AMBIGUOUS,EXACT_RECOVERED,718614,718614|718615,collection-ambiguous-review.done.csv source_row=60; variant=gold_stamp; set_hint=LTR; card_number=27.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ugluk-of-the-White-Hand-V2 || collection-ambiguous-review.done.csv source_row=60; variant=gold_stamp; set_hint=LTR; card_number=27.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ugluk-of-the-White-Hand-V2 || collection-ambiguous-review.done.csv source_row=60; variant=gold_stamp; set_hint=LTR; card_number=27.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ugluk-of-the-White-Hand-V2,cards.id=594; collection_items.card_id=594; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718614; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250782; source_variant=NULL; source_collector_number=A27; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ugluk-of-the-White-Hand-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Ugluk-of-the-White-Hand-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A27 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718614; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718614 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
100,Magic,Art Series: Plains,AMBIGUOUS,EXACT_RECOVERED,718621,718620|718621,collection-ambiguous-review.done.csv source_row=61; variant=gold_stamp; set_hint=LTR; card_number=30.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2 || collection-ambiguous-review.done.csv source_row=61; variant=gold_stamp; set_hint=LTR; card_number=30.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2 || collection-ambiguous-review.done.csv source_row=61; variant=gold_stamp; set_hint=LTR; card_number=30.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2 || collection-ambiguous-review.done.csv source_row=61; variant=gold_stamp; set_hint=LTR; card_number=30.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2 || collection-ambiguous-review.done.csv source_row=61; variant=gold_stamp; set_hint=LTR; card_number=30.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2 || collection-ambiguous-review.done.csv source_row=61; variant=gold_stamp; set_hint=LTR; card_number=30.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2,cards.id=601; collection_items.card_id=601; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718621; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250740; source_variant=NULL; source_collector_number=A30; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Plains-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A30 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718621; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718621 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
101,Magic,Art Series: Mountain,AMBIGUOUS,EXACT_RECOVERED,718622,718622|718623,collection-ambiguous-review.done.csv source_row=62; variant=gold_stamp; set_hint=LTR; card_number=31.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2 || collection-ambiguous-review.done.csv source_row=62; variant=gold_stamp; set_hint=LTR; card_number=31.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2 || collection-ambiguous-review.done.csv source_row=62; variant=gold_stamp; set_hint=LTR; card_number=31.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2 || collection-ambiguous-review.done.csv source_row=62; variant=gold_stamp; set_hint=LTR; card_number=31.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2 || collection-ambiguous-review.done.csv source_row=62; variant=gold_stamp; set_hint=LTR; card_number=31.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2 || collection-ambiguous-review.done.csv source_row=62; variant=gold_stamp; set_hint=LTR; card_number=31.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2,cards.id=602; collection_items.card_id=602; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718622; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250744; source_variant=NULL; source_collector_number=A31; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Mountain-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A31 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718622; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718622 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
102,Magic,Art Series: Elanor Gardner,AMBIGUOUS,EXACT_RECOVERED,718625,718624|718625,collection-ambiguous-review.done.csv source_row=63; variant=gold_stamp; set_hint=LTR; card_number=32.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elanor-Gardner-V2 || collection-ambiguous-review.done.csv source_row=63; variant=gold_stamp; set_hint=LTR; card_number=32.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elanor-Gardner-V2 || collection-ambiguous-review.done.csv source_row=63; variant=gold_stamp; set_hint=LTR; card_number=32.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elanor-Gardner-V2 || collection-ambiguous-review.done.csv source_row=63; variant=gold_stamp; set_hint=LTR; card_number=32.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elanor-Gardner-V2,cards.id=605; collection_items.card_id=605; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718625; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250715; source_variant=NULL; source_collector_number=A32; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elanor-Gardner-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elanor-Gardner-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A32 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718625; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718625 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
103,Magic,"Art Series: Aragorn and Arwen, Wed",AMBIGUOUS,EXACT_RECOVERED,718626,718626|718627,collection-ambiguous-review.done.csv source_row=64; variant=gold_stamp; set_hint=LTR; card_number=33.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-and-Arwen-Wed-V2 || collection-ambiguous-review.done.csv source_row=64; variant=gold_stamp; set_hint=LTR; card_number=33.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-and-Arwen-Wed-V2 || collection-ambiguous-review.done.csv source_row=64; variant=gold_stamp; set_hint=LTR; card_number=33.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-and-Arwen-Wed-V2 || collection-ambiguous-review.done.csv source_row=64; variant=gold_stamp; set_hint=LTR; card_number=33.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-and-Arwen-Wed-V2,cards.id=606; collection_items.card_id=606; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718626; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250732; source_variant=NULL; source_collector_number=A33; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-and-Arwen-Wed-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Aragorn-and-Arwen-Wed-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A33 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718626; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718626 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
104,Magic,Art Series: Bilbo's Ring,AMBIGUOUS,EXACT_RECOVERED,718640,718640|718641,collection-ambiguous-review.done.csv source_row=65; variant=gold_stamp; set_hint=LTR; card_number=37.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbos-Ring-V2 || collection-ambiguous-review.done.csv source_row=65; variant=gold_stamp; set_hint=LTR; card_number=37.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbos-Ring-V2 || collection-ambiguous-review.done.csv source_row=65; variant=gold_stamp; set_hint=LTR; card_number=37.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbos-Ring-V2 || collection-ambiguous-review.done.csv source_row=65; variant=gold_stamp; set_hint=LTR; card_number=37.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbos-Ring-V2,cards.id=614; collection_items.card_id=614; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718640; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250725; source_variant=NULL; source_collector_number=A37; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbos-Ring-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Bilbos-Ring-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A37 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718640; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718640 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
105,Magic,"Art Series: Faramir, Field Commander",AMBIGUOUS,EXACT_RECOVERED,718643,718642|718643,collection-ambiguous-review.done.csv source_row=66; variant=gold_stamp; set_hint=LTR; card_number=38.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Field-Commander-V2 || collection-ambiguous-review.done.csv source_row=66; variant=gold_stamp; set_hint=LTR; card_number=38.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Field-Commander-V2 || collection-ambiguous-review.done.csv source_row=66; variant=gold_stamp; set_hint=LTR; card_number=38.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Field-Commander-V2 || collection-ambiguous-review.done.csv source_row=66; variant=gold_stamp; set_hint=LTR; card_number=38.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Field-Commander-V2,cards.id=617; collection_items.card_id=617; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718643; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250714; source_variant=NULL; source_collector_number=A38; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Field-Commander-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Faramir-Field-Commander-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A38 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718643; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718643 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
106,Magic,"Art Series: Elrond, Lord of Rivendell",AMBIGUOUS,EXACT_RECOVERED,718646,718646|718647,collection-ambiguous-review.done.csv source_row=67; variant=gold_stamp; set_hint=LTR; card_number=40.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elrond-Lord-of-Rivendell-V2 || collection-ambiguous-review.done.csv source_row=67; variant=gold_stamp; set_hint=LTR; card_number=40.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elrond-Lord-of-Rivendell-V2 || collection-ambiguous-review.done.csv source_row=67; variant=gold_stamp; set_hint=LTR; card_number=40.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elrond-Lord-of-Rivendell-V2 || collection-ambiguous-review.done.csv source_row=67; variant=gold_stamp; set_hint=LTR; card_number=40.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elrond-Lord-of-Rivendell-V2,cards.id=620; collection_items.card_id=620; printing_variant=normal; variant_label=Art Series; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718646; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250709; source_variant=NULL; source_collector_number=A40; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elrond-Lord-of-Rivendell-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Elrond-Lord-of-Rivendell-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A40 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718646; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718646 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
107,Magic,Art Series: Witch-king of Angmar,AMBIGUOUS,EXACT_RECOVERED,718652,718652|718653,collection-ambiguous-review.done.csv source_row=68; variant=gold_stamp; set_hint=LTR; card_number=43.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2 || collection-ambiguous-review.done.csv source_row=68; variant=gold_stamp; set_hint=LTR; card_number=43.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2 || collection-ambiguous-review.done.csv source_row=68; variant=gold_stamp; set_hint=LTR; card_number=43.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2 || collection-ambiguous-review.done.csv source_row=68; variant=gold_stamp; set_hint=LTR; card_number=43.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2 || collection-ambiguous-review.done.csv source_row=68; variant=gold_stamp; set_hint=LTR; card_number=43.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2 || collection-ambiguous-review.done.csv source_row=68; variant=gold_stamp; set_hint=LTR; card_number=43.0; language=en; notes=NULL; cardmarket_link=https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2,cards.id=626; collection_items.card_id=626; printing_variant=other; variant_label=Gold-Stamped; finish=nonfoil; treatment=Art Series Gold-Stamped; source_variant=art_series_gold_stamped; release_kind=special; art_kind=special; catalog_status=active,cardmarket_product_mappings current=718652; status=mapped,No scryfall_raw evidence.,card_images source_card_id=250661; source_variant=Gold-Stamped; source_collector_number=A43g; image_language_scope=en; fallback=0,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2,true,cardmarket_link,https://www.cardmarket.com/en/Magic/Products/Singles/The-Lord-of-the-Rings-Tales-of-Middle-earth-Extras/Art-Series-Witch-king-of-Angmar-V2,NULL: no Cardmarket URL/provenance-link field in collection_items/cards,"Cardmarket V.2, original gold_stamp + ART-A43 + EN + LTR, and local catalog identify one compatible Gold-Stamped product: idProduct=718652; provenance_gap=true.",None for identity recovery; provenance_gap=true; no mapping/apply performed.,Retain idProduct 718652 as final audit evidence; do not modify mappings or approve the review CSV.,Art Series Gold-Stamped
