cardmarket_product_id,product_name,collector_number,reason_unresolved,possible_interpretations,recommended_manual_review
719565,Rhydon [Wrack Down | Charismatic Drill],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719566,Chansey [Lucky Bonus | Gentle Slap],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719567,Tangela [Tactful Tangling],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719568,Kangaskhan ex [Triple Draw | Incessant Punching],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719569,Horsea [Rain Splash | Sharp Fin],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719570,Seadra [Blinding Ink],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719571,Goldeen [Triple Strike | Sprinkle Water],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719572,Seaking [Swim Freely | Aqua Horn],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719573,Staryu [Swift],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719574,Starmie [Mysterious Comet | Speed Attack],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719575,Mr. Mime [Mimic Barrier | Psypower],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719576,Scyther [Helpful Slash | Slicing Blade],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719577,Jynx ex [Heart-Stopping Kiss | Icy Wind],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719578,Electabuzz [Electro Combo | Light Punch],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719579,Magmar [Live Coal | Flare Combo],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719580,Pinsir [Vise Grip | Reckless Throw],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719581,Tauros [Gather the Crew | Rage],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719582,Magikarp [Splashy Splash],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719583,Gyarados [Untamed One | Hyper Beam],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719584,Lapras [Hop on My Back | Aqua Edge],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719585,Ditto [Transformative Start | Splup],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719586,Eevee [Colorful Friends | Skip],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719587,Vaporeon [Spiral Drain | Fighting Whirlpool],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719588,Jolteon [Linear Attack | Fighting Lightning],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719589,Flareon [Destructive Flame | Fighting Blaze],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719590,Porygon [Conversion 4],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719591,Omanyte [Tentacular Return],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719592,Omastar [Primordial Tentacles | Aqua Split],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719593,Kabuto [Double Scratch],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719594,Kabutops [Ancient Way | Draining Blade],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719595,Aerodactyl [Glide | Devolution Ray],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719596,Snorlax [Voraciousness | Thudding Press],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719597,Articuno [Ice Float | Blizzard],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719598,Zapdos ex [Voltaic Float | Multishot Lightning],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719599,Moltres [Flare Float | Blazing Flight],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719600,Dratini [Beat | Draconic Whip],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719601,Dragonair [Beat | Aqua Slash],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719602,Dragonite [Jet Cruise | Dragon Pulse],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719603,Mewtwo [Reflective Barrier | Psyslash],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719604,Mew ex [Restart | Genome Hacking],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719605,Energy Sticker,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719606,Grabber,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719607,Antique Helix Fossil [Helical Swell],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719608,Antique Dome Fossil [Domed Armor],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719609,Antique Old Amber [Amber Protection],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719610,Protective Goggles,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719611,Big Air Balloon,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719612,Rigid Band,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719613,Leftovers,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719614,Erika's Invitation,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719615,Giovanni's Charisma,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719616,Daisy's Help,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719617,Bill's Transfer,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719618,Cycling Road,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719619,Bulbasaur [Leech Seed | 151],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719620,Ivysaur [Leech Seed | Vine Whip | 151],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719621,Charmander [Blazing Destruction | Steady Firebreathing],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719622,Charmeleon [Combustion | Fire Blast],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719623,Squirtle [Withdraw | Skull Bash],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719624,Wartortle [Free Diving | Spinning Attack],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719625,Caterpie [Leaf Munch],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719626,Pikachu [Charge | Pika Punch],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719627,Nidoking [Enthusiastic King | Venom Impact],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719628,Psyduck [Overthinking | Water Gun],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719629,Poliwhirl [Wave Splash | Frog Hop],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719630,Machoke [Mountain Ramming],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719631,Tangela [Tactful Tangling],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719632,Mr. Mime [Mimic Barrier | Psypower],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719633,Omanyte [Tentacular Return],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719634,Snorlax [Voraciousness | Thudding Press],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719635,Dragonair [Beat | Aqua Slash],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719636,Mewtwo [Reflective Barrier | Psyslash],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719637,Venusaur ex [Tranquil Flower | Dangerous Toxwhip],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719638,Charizard ex [Brave Wing | Explosive Vortex],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719639,Blastoise ex [Solid Shell | Twin Cannons],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719640,Arbok ex [Bind Down | Menacing Fangs],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719641,Ninetales ex [Heat Wave | Mirrored Flames],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719642,Wigglytuff ex [Expanding Body | Friend Tackle],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719643,Alakazam ex [Mind Jack | Dimensional Hand],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719644,Golem ex [Dynamic Roll | Rock Blaster],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719645,Kangaskhan ex [Triple Draw | Incessant Punching],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719646,Jynx ex [Heart-Stopping Kiss | Icy Wind],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719647,Zapdos ex [Voltaic Float | Multishot Lightning],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719648,Mew ex [Restart | Genome Hacking],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719649,Erika's Invitation,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719650,Giovanni's Charisma,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719651,Daisy's Help,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719652,Bill's Transfer,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719653,Venusaur ex [Tranquil Flower | Dangerous Toxwhip],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719654,Charizard ex [Brave Wing | Explosive Vortex],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719655,Blastoise ex [Solid Shell | Twin Cannons],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719656,Alakazam ex [Mind Jack | Dimensional Hand],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719657,Zapdos ex [Voltaic Float | Multishot Lightning],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719658,Mew ex [Restart | Genome Hacking],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719659,Erika's Invitation,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719660,Giovanni's Charisma,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719661,Mew ex [Restart | Genome Hacking],,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719662,Switch,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
719663,Basic Psychic Energy,,"collector_number, rarity, finish, version and language are not source fields; variant cannot be classified safely",normal/reverse holo/holo/other printing or a source-level duplicate; no distinguishing evidence in these files,Do not import as a Pokémon printing until official number and finish/variant evidence are obtained.
