cardmarket_product_id,source_product_name,source_expansion_name,source_expansion_id,source_category,source_collector_number,source_rarity,source_version,source_metacard_id,source_date_added,normalized_collector_number,normalized_card_name,detected_finish,detected_variant,detected_rarity,is_reverse_holo,is_holo,is_normal,is_promo,is_stamped,language_hint,price_guide_join_count,price_join_status,price_low,price_trend,price_avg1,price_avg7,price_avg30,price_low_holo,price_trend_holo,price_avg1_holo,price_avg7_holo,price_avg30_holo,available_items,source_currency,classification_method,classification_confidence,classification_notes
719500,Growlithe [Vaporize],,5328,Pokémon Single,,,,421137,2023-06-20 11:54:26,,Growlithe,,,,,,,,,,1,exact_single,0.02,0.66,0.04,0.58,0.33,0.02,3.73,0.98,0.91,2.98,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719501,Arcanine [Torrid Torrent | Dynamite Fang],,5328,Pokémon Single,,,,421138,2023-06-20 11:54:58,,Arcanine,,,,,,,,,,1,exact_single,0.02,0.57,0.2,0.96,0.37,0.03,4.41,1.9,3.8,3.99,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719502,Poliwag [Bubble | 151],,5328,Pokémon Single,,,,421139,2023-06-20 11:55:55,,Poliwag,,,,,,,,,,1,exact_single,0.02,0.02,0.06,0.04,0.49,0.1,1.38,0.45,1.04,1.19,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719503,Poliwhirl [Wave Splash | Frog Hop],,5328,Pokémon Single,,,,421140,2023-06-20 11:56:30,,Poliwhirl,,,,,,,,,,1,exact_single,0.02,0.05,0.04,0.08,0.07,0.04,0.21,0.15,0.26,1.57,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719504,Poliwrath [Bubble Beam | Heroic Punch],,5328,Pokémon Single,,,,421141,2023-06-20 11:57:09,,Poliwrath,,,,,,,,,,1,exact_single,0.02,0.13,0.27,0.11,0.09,0.05,2.21,0.46,1.62,2.47,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719505,Abra [Psyshot],,5328,Pokémon Single,,,,421142,2023-06-20 11:57:39,,Abra,,,,,,,,,,1,exact_single,0.02,0.03,0.07,0.04,0.06,0.02,1.57,0.2,1.43,1.04,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719506,Kadabra [Teleportation Attack],,5328,Pokémon Single,,,,421143,2023-06-20 11:58:01,,Kadabra,,,,,,,,,,1,exact_single,0.02,0.03,0.04,0.07,0.09,0.02,1.71,0.15,1.28,1.23,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719507,Alakazam ex [Mind Jack | Dimensional Hand],,5328,Pokémon Single,,,,421144,2023-06-20 11:58:38,,Alakazam ex,,,,,,,,,,1,exact_single,0.02,0.46,0.54,0.46,0.37,,0,,,,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719508,Machop [Mountain Mashing | Punch],,5328,Pokémon Single,,,,421145,2023-06-20 11:59:15,,Machop,,,,,,,,,,1,exact_single,0.02,0.11,0.05,0.11,0.07,0.05,2.07,0.99,2,0.9,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719509,Machoke [Mountain Ramming],,5328,Pokémon Single,,,,421146,2023-06-20 11:59:48,,Machoke,,,,,,,,,,1,exact_single,0.02,0.15,0.06,0.05,0.35,0.19,3.62,0.5,3.43,2.13,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719510,Machamp [Guts | Mountain Chopping],,5328,Pokémon Single,,,,421147,2023-06-20 12:01:04,,Machamp,,,,,,,,,,1,exact_single,0.02,0.03,2.8,1.16,0.58,0.02,1.37,0.65,0.81,1.33,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719511,Bellsprout [Cut | Bind Down],,5328,Pokémon Single,,,,421148,2023-06-20 12:01:42,,Bellsprout,,,,,,,,,,1,exact_single,0.02,0.02,0.14,0.05,0.15,0.05,1.76,0.3,1.42,1.32,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719512,Weepinbell [Cut | Spray Fluid],,5328,Pokémon Single,,,,421149,2023-06-20 12:02:32,,Weepinbell,,,,,,,,,,1,exact_single,0.02,0.07,0.05,0.04,0.08,0.04,1.96,0.2,2.37,1.21,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719513,Victreebel [Spit Up | Slow-Acting Acid],,5328,Pokémon Single,,,,421150,2023-06-20 12:03:16,,Victreebel,,,,,,,,,,1,exact_single,0.02,0.02,0.16,0.09,0.5,0.1,1.87,0.5,2.66,1.62,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719514,Tentacool [Tingle | Watering],,5328,Pokémon Single,,,,421151,2023-06-20 12:04:20,,Tentacool,,,,,,,,,,1,exact_single,0.02,0.21,0.1,0.38,0.14,0.1,1.07,0.4,0.9,1.32,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719515,Tentacruel [Poisonous Whip | Tentacular Panic],,5328,Pokémon Single,,,,421152,2023-06-20 12:04:59,,Tentacruel,,,,,,,,,,1,exact_single,0.02,0.22,0.15,0.09,0.38,0.08,3.71,0.75,3.05,1.79,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719516,Geodude [Stiffen | Knuckle Punch],,5328,Pokémon Single,,,,421153,2023-06-20 12:05:38,,Geodude,,,,,,,,,,1,exact_single,0.02,0.02,0.13,0.11,0.91,0.02,1.14,0.58,1.15,0.65,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719517,Graveler [Rock Cannon | Heavy Impact],,5328,Pokémon Single,,,,421154,2023-06-20 12:06:26,,Graveler,,,,,,,,,,1,exact_single,0.02,0.06,0.19,0.11,0.17,0.02,0.38,0.15,0.33,0.47,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719518,Golem ex [Dynamic Roll | Rock Blaster],,5328,Pokémon Single,,,,421155,2023-06-20 12:07:09,,Golem ex,,,,,,,,,,1,exact_single,0.02,0.26,0.44,0.27,0.32,,0,,,,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719519,Ponyta [Collect | Flop],,5328,Pokémon Single,,,,421156,2023-06-20 12:07:46,,Ponyta,,,,,,,,,,1,exact_single,0.02,0.05,0.05,0.05,0.05,0.15,2.63,0.5,0.75,2.21,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719520,Rapidash [Singe | Mach Turn],,5328,Pokémon Single,,,,421157,2023-06-20 12:08:20,,Rapidash,,,,,,,,,,1,exact_single,0.02,0.09,0.38,0.13,0.1,0.4,4.41,1.2,4.51,2.12,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719521,Slowpoke [Sea Bathing | Headbutt],,5328,Pokémon Single,,,,421158,2023-06-20 12:09:02,,Slowpoke,,,,,,,,,,1,exact_single,0.02,0.17,0.19,0.12,0.11,0.14,0.65,0.95,1.24,1.98,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719522,Slowbro [Big Yawn | Laid-Back Tackle],,5328,Pokémon Single,,,,421159,2023-06-20 12:09:42,,Slowbro,,,,,,,,,,1,exact_single,0.02,0.56,1.71,0.53,1.03,0.02,3.2,0.5,2.96,2.13,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719523,Magnemite [Tiny Charge | Big Explosion],,5328,Pokémon Single,,,,421160,2023-06-20 12:10:35,,Magnemite,,,,,,,,,,1,exact_single,0.02,0.05,0.05,0.06,0.07,0.19,4.79,6.25,4.7,1.89,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719524,Magneton [Junk Magnet | Head Bolt],,5328,Pokémon Single,,,,421161,2023-06-20 12:11:06,,Magneton,,,,,,,,,,1,exact_single,0.02,0.02,0.06,0.05,0.09,0.05,2.15,0.5,2.91,1.29,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719525,Farfetch'd [Package Deal | Leek Clobber],,5328,Pokémon Single,,,,421162,2023-06-20 12:11:45,,Farfetch'd,,,,,,,,,,1,exact_single,0.02,0.04,0.05,0.04,0.08,0.02,1.85,0.99,2.42,2.5,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719526,Doduo [Reckless Charge],,5328,Pokémon Single,,,,421163,2023-06-20 12:12:15,,Doduo,,,,,,,,,,1,exact_single,0.02,0.04,0.06,0.05,0.06,0.02,0.94,0.19,1.69,0.9,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719527,Dodrio [Zooming Draw | Ballistic Beak],,5328,Pokémon Single,,,,421164,2023-06-20 12:12:49,,Dodrio,,,,,,,,,,1,exact_single,0.02,0.87,0.13,1.63,0.54,0.02,0.77,3.33,1.28,1.43,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719528,Seel [Chilly],,5328,Pokémon Single,,,,421165,2023-06-20 12:13:20,,Seel,,,,,,,,,,1,exact_single,0.02,0.05,0.1,0.05,0.05,0.12,1.7,0.99,2.36,1.91,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719529,Dewgong [Dual Splash | Aurora Beam],,5328,Pokémon Single,,,,421166,2023-06-20 12:14:00,,Dewgong,,,,,,,,,,1,exact_single,0.02,0.04,0.08,0.07,0.14,0.02,3.24,0.5,2.55,1.69,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719530,Grimer [Gummy Press],,5328,Pokémon Single,,,,421167,2023-06-20 12:14:38,,Grimer,,,,,,,,,,1,exact_single,0.02,0.05,0.15,0.07,0.07,0.14,4.86,0.4,5.22,1.83,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719531,Muk [Sticky Jail | Sludge Bomb],,5328,Pokémon Single,,,,421168,2023-06-20 12:15:29,,Muk,,,,,,,,,,1,exact_single,0.02,0.45,0.1,1.39,0.8,0.15,3.85,1.16,1.54,2.11,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719543,Shellder [Shell Press],,5328,Pokémon Single,,,,421169,2023-06-20 16:20:22,,Shellder,,,,,,,,,,1,exact_single,0.02,0.02,0.08,0.05,0.86,0.05,2.36,0.5,2.8,1.58,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719544,Cloyster [Protect Charge],,5328,Pokémon Single,,,,421170,2023-06-20 16:21:37,,Cloyster,,,,,,,,,,1,exact_single,0.02,0.09,0.35,0.12,0.08,0.02,2.7,0.9,3.57,2.63,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719545,Gastly [Suffocating Gas],,5328,Pokémon Single,,,,421171,2023-06-20 16:22:15,,Gastly,,,,,,,,,,1,exact_single,0.02,0.02,0.1,0.08,0.38,0.4,4.33,0.95,3.84,3.14,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719546,Haunter [Spirit Return | Mumble],,5328,Pokémon Single,,,,421172,2023-06-20 16:22:55,,Haunter,,,,,,,,,,1,exact_single,0.02,0.02,0.12,2.14,1.87,0.02,0.3,1.5,1.73,5.36,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719547,Gengar [Poltergeist | Hollow Dive],,5328,Pokémon Single,,,,421173,2023-06-20 16:23:39,,Gengar,,,,,,,,,,1,exact_single,0.02,1.41,1.92,1.87,3,0.1,38.42,1.4,44.66,18.02,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719548,Onix [Thumpalanche | Heavy Impact],,5328,Pokémon Single,,,,421174,2023-06-20 16:24:14,,Onix,,,,,,,,,,1,exact_single,0.02,0.06,0.08,0.04,0.08,0.02,1.2,0.55,0.25,1.21,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719549,Drowzee [Zen Headbutt],,5328,Pokémon Single,,,,421175,2023-06-20 16:25:00,,Drowzee,,,,,,,,,,1,exact_single,0.02,0.06,0.1,0.06,0.08,0.15,2.21,0.4,1.77,1.19,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719550,Hypno [Here for Hypnosis | Super Psy Bolt],,5328,Pokémon Single,,,,421176,2023-06-20 16:25:37,,Hypno,,,,,,,,,,1,exact_single,0.02,0.1,0.06,0.15,0.11,0.02,1.98,1.12,0.82,1.34,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719551,Krabby [Salt Water | Crabhammer],,5328,Pokémon Single,,,,421177,2023-06-20 16:26:15,,Krabby,,,,,,,,,,1,exact_single,0.02,0.15,0.1,0.26,0.18,0.1,1.87,0.45,1.24,1.15,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719552,Kingler [Hammer Arm | Guillotine],,5328,Pokémon Single,,,,421178,2023-06-20 16:26:46,,Kingler,,,,,,,,,,1,exact_single,0.02,0.19,0.43,0.21,0.15,0.25,2.58,0.5,3.52,1.77,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719553,Voltorb [Tumbling Attack],,5328,Pokémon Single,,,,421179,2023-06-20 16:27:45,,Voltorb,,,,,,,,,,1,exact_single,0.02,0.07,0.1,0.07,0.06,0.02,0.95,0.15,0.88,0.74,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719554,Electrode [Bang Boom Chain | Electro Ball],,5328,Pokémon Single,,,,421180,2023-06-20 16:28:23,,Electrode,,,,,,,,,,1,exact_single,0.02,0.28,1.25,0.34,0.12,0.02,1.54,2.13,1.75,1.41,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719555,Exeggcute [Ball Roll],,5328,Pokémon Single,,,,421181,2023-06-20 16:28:58,,Exeggcute,,,,,,,,,,1,exact_single,0.02,0.07,0.05,0.12,0.06,0.1,3.56,0.9,2.09,2,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719556,Exeggutor [Psychic | Hammer In],,5328,Pokémon Single,,,,421182,2023-06-20 16:29:46,,Exeggutor,,,,,,,,,,1,exact_single,0.02,0.13,0.1,0.14,0.12,0.07,3.09,1.5,3.66,1.94,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719557,Cubone [Cheering Bone | Hit Twice],,5328,Pokémon Single,,,,421183,2023-06-20 16:30:29,,Cubone,,,,,,,,,,1,exact_single,0.02,0.27,0.08,0.08,0.43,0.03,2.81,0.35,1.45,2.38,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719558,Marowak [Bone Throw | Boundless Power],,5328,Pokémon Single,,,,421184,2023-06-20 16:31:14,,Marowak,,,,,,,,,,1,exact_single,0.02,0.08,0.1,0.09,0.12,0.02,3.33,0.35,3.66,2.1,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719559,Hitmonlee [Twister Kick | Low Kick],,5328,Pokémon Single,,,,421185,2023-06-20 16:32:00,,Hitmonlee,,,,,,,,,,1,exact_single,0.02,0.08,0.08,0.09,0.08,0.02,2.99,0.94,3.01,2.2,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719560,Hitmonchan [Counterattack | Excited Punch],,5328,Pokémon Single,,,,421186,2023-06-20 16:32:45,,Hitmonchan,,,,,,,,,,1,exact_single,0.02,0.1,0.13,0.15,0.09,0.3,4.06,0.99,4.07,1.94,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719561,Lickitung [Tongue-Tied],,5328,Pokémon Single,,,,421187,2023-06-20 16:33:18,,Lickitung,,,,,,,,,,1,exact_single,0.02,0.03,0.2,0.1,0.1,0.02,3.43,0.2,2.5,1.27,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719562,Koffing [Suspicious Gas],,5328,Pokémon Single,,,,421188,2023-06-20 16:33:50,,Koffing,,,,,,,,,,1,exact_single,0.02,0.07,0.1,0.06,0.08,0.1,6.8,0.49,6.12,1.79,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719563,Weezing [Let's Have a Blast | Spinning Fumes],,5328,Pokémon Single,,,,421189,2023-06-20 16:34:32,,Weezing,,,,,,,,,,1,exact_single,0.02,0.62,0.13,1.59,0.42,0.02,7.12,0.49,8.52,2.76,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719564,Rhyhorn [Push Down | Boulder Crush],,5328,Pokémon Single,,,,421190,2023-06-20 16:35:14,,Rhyhorn,,,,,,,,,,1,exact_single,0.02,0.15,0.1,0.12,0.09,0.02,2.45,3.91,2.74,2.22,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719565,Rhydon [Wrack Down | Charismatic Drill],,5328,Pokémon Single,,,,421191,2023-06-20 16:35:53,,Rhydon,,,,,,,,,,1,exact_single,0.02,0.09,0.21,0.09,0.09,0.04,0.6,0.2,1.21,0.79,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719566,Chansey [Lucky Bonus | Gentle Slap],,5328,Pokémon Single,,,,421192,2023-06-20 16:36:33,,Chansey,,,,,,,,,,1,exact_single,0.02,0.63,0.11,0.79,0.41,0.05,1.5,0.99,1.21,1.46,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719567,Tangela [Tactful Tangling],,5328,Pokémon Single,,,,421193,2023-06-20 16:37:06,,Tangela,,,,,,,,,,1,exact_single,0.02,0.13,0.05,0.04,0.27,0.04,2.49,5.25,3.06,1.29,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
719568,Kangaskhan ex [Triple Draw | Incessant Punching],,5328,Pokémon Single,,,,421194,2023-06-20 16:37:47,,Kangaskhan ex,,,,,,,,,,1,exact_single,0.02,0.28,0.44,0.33,0.3,,0,,,,,,source_field_audit; normalized_card_name=remove_final_bracket_only,unresolved,"collector number, rarity, version, finish and language are absent from the Product Catalogue record; idMetacard is retained as a Cardmarket source identity/grouping key, not treated as official card identity; ex and attack text in the product name are not interpreted as rarity or finish"
