idProduct,matched_collector_number,internal_available_finishes,Cardmarket_base_price_metrics,Cardmarket_foil_price_metrics,finish_scope,compatible_finishes,finish_evidence,finish_confidence
719606,162,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719607,153,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719608,152,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719609,154,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719610,164,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719611,155,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719612,165,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719613,163,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719614,,[],True,True,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719615,,[],True,True,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719616,,[],True,True,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719617,,[],True,True,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719618,157,"[""normal"",""reverse_holo""]",True,True,multiple,"[""normal"",""reverse_holo""]",Cardmarket Price Guide exposes base and foil metric families under one idProduct; internal finishes are listed without assigning numeric prices.,MEDIUM
719619,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719620,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719621,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719622,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719623,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719624,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719625,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719626,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719627,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719628,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719629,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719630,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719631,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719632,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719633,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719634,143,"[""normal"",""reverse_holo""]",True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719635,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719636,150,"[""holo"",""reverse_holo""]",True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719637,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719638,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719639,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719640,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719641,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719642,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719643,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719644,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719645,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719646,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719647,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719648,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719649,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719650,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719651,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719652,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719653,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719654,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719655,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719656,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719657,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719658,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719659,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719660,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719661,,[],True,False,unknown,[],No deterministic Cardmarket-to-internal finish relationship established.,LOW
719662,206,"[""holo""]",True,False,unknown,"[""holo""]",structured card-level finish support; Cardmarket idProduct link remains non-direct,MEDIUM
719663,207,"[""holo""]",True,False,unknown,"[""holo""]",structured card-level finish support; Cardmarket idProduct link remains non-direct,MEDIUM
