card_id,collector_number,card_name,finish,rarity,cardmarket_direct_low_available,cardmarket_external_reverse_low_available,pokemon_tcg_api_tcgplayer_exact_finish_available,tcgdex_tcgplayer_exact_finish_available,tcgplayer_exact_finish_available,recommended_source,pricing_confidence,notes
25275,058,Growlithe,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25276,058,Growlithe,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25277,059,Arcanine,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25278,059,Arcanine,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25279,060,Poliwag,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25280,060,Poliwag,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25281,061,Poliwhirl,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25282,061,Poliwhirl,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25283,062,Poliwrath,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25284,062,Poliwrath,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25285,063,Abra,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25286,063,Abra,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25287,064,Kadabra,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25288,064,Kadabra,reverse_holo,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25289,065,Alakazam ex,holo,Double rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25290,066,Machop,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25291,066,Machop,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25292,067,Machoke,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25293,067,Machoke,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25294,068,Machamp,holo,Rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25295,068,Machamp,reverse_holo,Rare,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25296,069,Bellsprout,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25297,069,Bellsprout,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25298,070,Weepinbell,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25299,070,Weepinbell,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25300,071,Victreebel,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25301,071,Victreebel,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25302,072,Tentacool,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25303,072,Tentacool,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25304,073,Tentacruel,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25305,073,Tentacruel,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25306,074,Geodude,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25307,074,Geodude,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25308,075,Graveler,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25309,075,Graveler,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25310,076,Golem ex,holo,Double rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25311,077,Ponyta,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25312,077,Ponyta,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25313,078,Rapidash,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25314,078,Rapidash,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25315,079,Slowpoke,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25316,079,Slowpoke,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25317,080,Slowbro,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25318,080,Slowbro,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25319,081,Magnemite,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25320,081,Magnemite,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25321,082,Magneton,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25322,082,Magneton,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25323,083,Farfetch’d,normal,Common,False,False,False,False,False,NULL,LOW,Cardmarket direct finish-specific Low was not demonstrated in this audit.
25324,083,Farfetch’d,reverse_holo,Common,False,False,False,False,False,NULL,LOW,Cardmarket direct finish-specific Low was not demonstrated in this audit.
25325,084,Doduo,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25326,084,Doduo,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25327,085,Dodrio,holo,Rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25328,085,Dodrio,reverse_holo,Rare,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25329,086,Seel,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25330,086,Seel,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25331,087,Dewgong,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25332,087,Dewgong,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25333,088,Grimer,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25334,088,Grimer,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25335,089,Muk,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25336,089,Muk,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25337,090,Shellder,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25338,090,Shellder,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25339,091,Cloyster,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25340,091,Cloyster,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25341,092,Gastly,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25342,092,Gastly,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25343,093,Haunter,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25344,093,Haunter,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25345,094,Gengar,holo,Rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25346,094,Gengar,reverse_holo,Rare,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25347,095,Onix,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25348,095,Onix,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25349,096,Drowzee,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25350,096,Drowzee,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25351,097,Hypno,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25352,097,Hypno,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25353,098,Krabby,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25354,098,Krabby,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25355,099,Kingler,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25356,099,Kingler,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25357,100,Voltorb,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25358,100,Voltorb,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25359,101,Electrode,holo,Rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25360,101,Electrode,reverse_holo,Rare,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25361,102,Exeggcute,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25362,102,Exeggcute,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25363,103,Exeggutor,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25364,103,Exeggutor,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25365,104,Cubone,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25366,104,Cubone,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25367,105,Marowak,holo,Rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25368,105,Marowak,reverse_holo,Rare,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25369,106,Hitmonlee,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25370,106,Hitmonlee,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25371,107,Hitmonchan,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25372,107,Hitmonchan,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25373,108,Lickitung,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25374,108,Lickitung,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25375,109,Koffing,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25376,109,Koffing,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25377,110,Weezing,holo,Rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25378,110,Weezing,reverse_holo,Rare,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25379,111,Rhyhorn,normal,Common,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25380,111,Rhyhorn,reverse_holo,Common,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25381,112,Rhydon,normal,Uncommon,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
25382,112,Rhydon,reverse_holo,Uncommon,False,True,True,True,True,cardmarket_derived_external_reverse_low,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. reverseHoloLow is Cardmarket-derived through Pokémon TCG API; not imported and not yet adopted as dashboard primary. TCGplayer value is USD secondary reference only; never converted to EUR.
25383,113,Chansey,holo,Rare,False,False,True,True,True,tcgplayer_secondary_reference,MEDIUM,Cardmarket direct finish-specific Low was not demonstrated in this audit. TCGplayer value is USD secondary reference only; never converted to EUR.
